iShares MSCI ACWI ETF
Fund Holdings as of,"Sep 21, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"206,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"LYV","LIVE NATION ENTERTAINMENT","Communication","Equity","8,839,824.18","0.03","8,839,824.18","52,251.00","169.18","United States","NYSE","USD","1.00","USD","-"
"6971","KYOCERA","Information Technology","Equity","8,804,092.08","0.03","8,804,092.08","381,200.00","23.10","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"034020","DOOSAN ENERBILITY LTD","Industrials","Equity","8,797,876.64","0.03","8,797,876.64","142,473.00","61.75","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"HAL","HALLIBURTON","Energy","Equity","8,798,231.61","0.03","8,798,231.61","263,499.00","33.39","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CLASS A","Financials","Equity","8,798,624.87","0.03","8,798,624.87","69,461.00","126.67","United States","NYSE","USD","1.00","USD","-"
"2388","BOC HONG KONG HOLDINGS LTD","Financials","Equity","8,799,174.09","0.03","8,799,174.09","1,317,500.00","6.68","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"EQNR","EQUINOR","Energy","Equity","8,779,904.75","0.03","8,779,904.75","204,595.00","42.91","Norway","Oslo Bors Asa","USD","9.43","NOK","-"
"2628","CHINA LIFE INSURANCE LTD H","Financials","Equity","8,721,201.65","0.03","8,721,201.65","2,353,000.00","3.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","8,718,371.12","0.03","8,718,371.12","14,314.00","609.08","United States","NYSE","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","8,715,709.13","0.03","8,715,709.13","69,101.00","126.13","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","8,652,440.34","0.03","8,652,440.34","70,974.00","121.91","United States","NYSE","USD","1.00","USD","-"
"ADYEN","ADYEN","Financials","Equity","8,627,741.89","0.03","8,627,741.89","8,440.00","1,022.25","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","8,623,589.16","0.03","8,623,589.16","6,448,266.00","133.73","United Kingdom","-","USD","0.75","GBP","-"
"LH","LABCORP HOLDINGS","Health Care","Equity","8,621,791.40","0.03","8,621,791.40","26,860.00","320.99","United States","NYSE","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","8,570,973.96","0.03","8,570,973.96","37,731.00","227.16","United States","NYSE","USD","1.00","USD","-"
"AMS","AMADEUS IT GROUP","Consumer Discretionary","Equity","8,552,557.03","0.03","8,552,557.03","134,850.00","63.42","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"4503","ASTELLAS PHARMA","Health Care","Equity","8,500,229.24","0.03","8,500,229.24","561,600.00","15.14","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"2802","AJINOMOTO","Consumer Staples","Equity","8,495,387.84","0.03","8,495,387.84","272,800.00","31.14","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"ATO","ATMOS ENERGY","Utilities","Equity","8,462,380.36","0.03","8,462,380.36","53,468.00","158.27","United States","NYSE","USD","1.00","USD","-"
"AXISBANK","AXIS BANK","Financials","Equity","8,458,129.49","0.03","8,458,129.49","648,341.00","13.05","India","National Stock Exchange Of India","USD","95.82","INR","-"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","8,451,145.81","0.03","8,451,145.81","255,120.00","33.13","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"8309","SUMITOMO MITSUI TRUST GROUP","Financials","Equity","8,445,944.97","0.03","8,445,944.97","752,064.00","11.23","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"VRSN","VERISIGN","Information Technology","Equity","8,445,056.54","0.03","8,445,056.54","27,403.00","308.18","United States","NASDAQ","USD","1.00","USD","-"
"BMPS","BANCA MONTE DEI PASCHI DI SIENA SP","Financials","Equity","8,425,761.54","0.03","8,425,761.54","613,021.00","13.74","Italy","Borsa Italiana","USD","0.87","EUR","-"
"XYL","XYLEM INC","Industrials","Equity","8,393,996.52","0.03","8,393,996.52","78,273.00","107.24","United States","NYSE","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS","Utilities","Equity","8,381,431.14","0.03","8,381,431.14","62,562.00","133.97","United States","NYSE","USD","1.00","USD","-"
"SAMPO","SAMPO CLASS A","Financials","Equity","8,347,712.14","0.03","8,347,712.14","775,689.00","10.76","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"CRWV","COREWEAVE CLASS A","Information Technology","Equity","8,345,229.55","0.03","8,345,229.55","97,685.00","85.43","United States","NASDAQ","USD","1.00","USD","-"
"DNB","DNB BANK","Financials","Equity","8,333,379.47","0.02","8,333,379.47","247,462.00","33.68","Norway","Oslo Bors Asa","USD","9.43","NOK","-"
"CINF","CINCINNATI FINANCIAL","Financials","Equity","8,329,318.85","0.02","8,329,318.85","49,921.00","166.85","United States","NASDAQ","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES","Health Care","Equity","8,323,110.68","0.02","8,323,110.68","23,006.00","361.78","United States","NYSE","USD","1.00","USD","-"
"FTS","FORTIS","Utilities","Equity","8,265,349.67","0.02","8,265,349.67","153,831.00","53.73","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"L","LOBLAW COMPANIES LTD","Consumer Staples","Equity","8,262,579.94","0.02","8,262,579.94","185,749.00","44.48","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"LPLA","LPL FINANCIAL HOLDINGS","Financials","Equity","8,257,990.04","0.02","8,257,990.04","24,854.00","332.26","United States","NASDAQ","USD","1.00","USD","-"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Communication","Equity","8,252,774.01","0.02","8,252,774.01","2,431,900.00","3.39","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","8,248,789.25","0.02","8,248,789.25","342,985.00","24.05","United States","NYSE","USD","1.00","USD","-"
"PPL","PEMBINA PIPELINE","Energy","Equity","8,248,152.41","0.02","8,248,152.41","177,291.00","46.52","Canada","Toronto Stock Exchange","USD","1.40","CAD","-"
"Q","QNITY ELECTRONICS","Information Technology","Equity","8,229,550.10","0.02","8,229,550.10","67,555.00","121.82","United States","NYSE","USD","1.00","USD","-"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","8,198,567.04","0.02","8,198,567.04","201,177.00","40.75","India","National Stock Exchange Of India","USD","95.82","INR","-"
"PUB","PUBLICIS GROUPE","Communication","Equity","8,173,402.30","0.02","8,173,402.30","73,127.00","111.77","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"BAJFINANCE","BAJAJ FINANCE LTD","Financials","Equity","8,170,506.59","0.02","8,170,506.59","766,540.00","10.66","India","National Stock Exchange Of India","USD","95.82","INR","-"
"HO","THALES SA","Industrials","Equity","8,157,568.37","0.02","8,157,568.37","30,039.00","271.57","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"CPAY","CORPAY","Financials","Equity","8,148,173.86","0.02","8,148,173.86","20,513.00","397.22","United States","NYSE","USD","1.00","USD","-"
"5108","BRIDGESTONE","Consumer Discretionary","Equity","8,133,875.22","0.02","8,133,875.22","343,400.00","23.69","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"FFIV","F5","Information Technology","Equity","8,122,504.60","0.02","8,122,504.60","18,046.00","450.10","United States","NASDAQ","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","8,115,396.66","0.02","8,115,396.66","69,678.00","116.47","United States","NASDAQ","USD","1.00","USD","-"
"INSM","INSMED","Health Care","Equity","8,111,961.00","0.02","8,111,961.00","67,041.00","121.00","United States","NASDAQ","USD","1.00","USD","-"
"BAP","CREDICORP LTD","Financials","Equity","8,106,696.36","0.02","8,106,696.36","20,788.00","389.97","Peru","NYSE","USD","1.00","USD","-"
"ATCO B","ATLAS COPCO CLASS B","Industrials","Equity","8,096,534.75","0.02","8,096,534.75","453,459.00","17.86","Sweden","Nasdaq Omx Nordic","USD","9.83","SEK","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","8,065,529.31","0.02","8,065,529.31","120,579.00","66.89","United States","NYSE","USD","1.00","USD","-"
"A5G","AIB GROUP PLC","Financials","Equity","8,035,992.63","0.02","8,035,992.63","599,937.00","13.39","Ireland","Irish Stock Exchange - All Market","USD","0.87","EUR","-"
"6178","JAPAN POST HOLDINGS LTD","Financials","Equity","8,023,478.33","0.02","8,023,478.33","499,900.00","16.05","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"9961","TRIP.COM GROUP","Consumer Discretionary","Equity","8,018,589.19","0.02","8,018,589.19","194,776.00","41.17","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","8,005,291.00","0.02","8,005,291.00","14,350.00","557.86","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL","Financials","Equity","7,995,598.80","0.02","7,995,598.80","280,056.00","28.55","United States","NYSE","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","7,981,958.37","0.02","7,981,958.37","42,893.00","186.09","United States","NYSE","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","7,953,572.85","0.02","7,953,572.85","171,155.00","46.47","United States","NASDAQ","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","7,950,718.71","0.02","7,950,718.71","17,379.00","457.49","United States","NYSE","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","7,941,150.00","0.02","7,941,150.00","105,882.00","75.00","United States","NYSE","USD","1.00","USD","-"
"3968","CHINA MERCHANTS BANK H","Financials","Equity","7,933,933.84","0.02","7,933,933.84","1,194,788.00","6.64","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","7,928,685.45","0.02","7,928,685.45","41,263.00","192.15","United States","NYSE","USD","1.00","USD","-"
"ATI","ATI","Industrials","Equity","7,930,343.84","0.02","7,930,343.84","41,924.00","189.16","United States","NYSE","USD","1.00","USD","-"
"ALL","ARISTOCRAT LEISURE","Consumer Discretionary","Equity","7,925,023.45","0.02","7,925,023.45","183,671.00","43.15","Australia","Asx - All Markets","USD","1.40","AUD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","7,923,489.15","0.02","7,923,489.15","176,195.00","44.97","United States","NYSE","USD","1.00","USD","-"
"012450","HANWHA AEROSPACE LTD","Industrials","Equity","7,892,717.99","0.02","7,892,717.99","10,218.00","772.43","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"QBE","QBE INSURANCE GROUP","Financials","Equity","7,888,128.99","0.02","7,888,128.99","473,258.00","16.67","Australia","Asx - All Markets","USD","1.40","AUD","-"
"NN","NN GROUP","Financials","Equity","7,877,425.68","0.02","7,877,425.68","84,808.00","92.89","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"PPL","PPL CORP","Utilities","Equity","7,858,265.45","0.02","7,858,265.45","237,769.00","33.05","United States","NYSE","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","7,857,882.55","0.02","7,857,882.55","271,805.00","28.91","United States","NASDAQ","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","7,836,060.90","0.02","7,836,060.90","46,671.00","167.90","United States","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","7,806,815.56","0.02","7,806,815.56","81,034.00","96.34","United States","NYSE","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY","Utilities","Equity","7,788,671.81","0.02","7,788,671.81","205,019.00","37.99","United States","NYSE","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","7,780,353.12","0.02","7,780,353.12","48,798.00","159.44","United States","NYSE","USD","1.00","USD","-"
"TSEM","TOWER SEMICONDUCTOR","Information Technology","Equity","7,777,219.03","0.02","7,777,219.03","36,198.00","214.85","Israel","Tel Aviv Stock Exchange","USD","3.01","ILS","-"
"857","PETROCHINA H","Energy","Equity","7,747,780.04","0.02","7,747,780.04","6,392,000.00","1.21","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"1211","SAUDI ARABIAN MINING","Materials","Equity","7,737,908.44","0.02","7,737,908.44","464,658.00","16.65","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"FAB","FIRST ABU DHABI BANK","Financials","Equity","7,719,213.36","0.02","7,719,213.36","1,418,956.00","5.44","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"OTIS","OTIS WORLDWIDE","Industrials","Equity","7,700,451.92","0.02","7,700,451.92","115,553.00","66.64","United States","NYSE","USD","1.00","USD","-"
"2899","ZIJIN MINING GROUP LTD H","Materials","Equity","7,693,759.12","0.02","7,693,759.12","1,764,000.00","4.36","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"VIE","VEOLIA ENVIRON. SA","Utilities","Equity","7,685,520.85","0.02","7,685,520.85","211,987.00","36.25","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"BPE","BPER BANCA","Financials","Equity","7,669,507.04","0.02","7,669,507.04","461,851.00","16.61","Italy","Borsa Italiana","USD","0.87","EUR","-"
"2059","KING SLIDE WORKS","Information Technology","Equity","7,658,395.26","0.02","7,658,395.26","19,000.00","403.07","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"5020","ENEOS HOLDINGS","Energy","Equity","7,659,331.77","0.02","7,659,331.77","842,580.00","9.09","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"PPG","PPG INDUSTRIES","Materials","Equity","7,654,748.43","0.02","7,654,748.43","72,951.00","104.93","United States","NYSE","USD","1.00","USD","-"
"CPI","CAPITEC SHS","Financials","Equity","7,649,224.92","0.02","7,649,224.92","27,558.00","277.57","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"SBK","STANDARD BANK GROUP","Financials","Equity","7,617,810.62","0.02","7,617,810.62","399,287.00","19.08","South Africa","Johannesburg Stock Exchange","USD","16.24","ZAR","-"
"9888","BAIDU","Communication","Equity","7,615,056.37","0.02","7,615,056.37","671,310.00","11.34","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"ML","MICHELIN","Consumer Discretionary","Equity","7,617,289.54","0.02","7,617,289.54","199,080.00","38.26","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","7,611,124.69","0.02","7,611,124.69","167,609.00","45.41","United States","NYSE","USD","1.00","USD","-"
"4901","FUJIFILM HOLDINGS","Information Technology","Equity","7,588,366.41","0.02","7,588,366.41","359,500.00","21.11","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"NSIS B","NOVOZYMES B","Materials","Equity","7,586,068.11","0.02","7,586,068.11","114,821.00","66.07","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.52","DKK","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","7,536,793.77","0.02","7,536,793.77","35,667.00","211.31","United States","NYSE","USD","1.00","USD","-"
"CHF","CHF CASH","Cash and/or Derivatives","Cash","7,529,926.37","0.02","7,529,926.37","6,181,317.00","121.82","Switzerland","-","USD","0.82","CHF","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","7,521,430.80","0.02","7,521,430.80","182,559.00","41.20","United States","NASDAQ","USD","1.00","USD","-"
"006400","SAMSUNG SDI LTD","Information Technology","Equity","7,521,846.02","0.02","7,521,846.02","19,494.00","385.85","Korea (South)","Korea Exchange (Stock Market)","USD","1,381.35","KRW","-"
"6160","BEONE MEDICINES AG","Health Care","Equity","7,508,686.10","0.02","7,508,686.10","271,234.00","27.68","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"1288","AGRICULTURAL BANK OF CHINA LTD H","Financials","Equity","7,502,440.78","0.02","7,502,440.78","9,035,000.00","0.83","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"VRSK","VERISK ANALYTICS","Industrials","Equity","7,495,599.48","0.02","7,495,599.48","43,574.00","172.02","United States","NASDAQ","USD","1.00","USD","-"
"6273","SMC (JAPAN) CORP","Industrials","Equity","7,497,532.94","0.02","7,497,532.94","17,800.00","421.21","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"7751","CANON","Information Technology","Equity","7,491,893.95","0.02","7,491,893.95","262,000.00","28.60","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"AER","AERCAP HOLDINGS","Industrials","Equity","7,475,468.00","0.02","7,475,468.00","52,276.00","143.00","Netherlands","NYSE","USD","1.00","USD","-"
"669","TECHTRONIC INDUSTRIES","Industrials","Equity","7,476,156.18","0.02","7,476,156.18","454,000.00","16.47","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"2885","YUANTA FINANCIAL HOLDING","Financials","Equity","7,476,337.67","0.02","7,476,337.67","3,372,423.00","2.22","Taiwan","Taiwan Stock Exchange","USD","31.76","TWD","-"
"2269","WUXI BIOLOGICS CAYMAN","Health Care","Equity","7,461,078.15","0.02","7,461,078.15","1,104,500.00","6.76","China","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"3382","SEVEN & I HOLDINGS","Consumer Staples","Equity","7,447,607.56","0.02","7,447,607.56","580,600.00","12.83","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
"VLTO","VERALTO CORP","Industrials","Equity","7,447,073.56","0.02","7,447,073.56","78,242.00","95.18","United States","NYSE","USD","1.00","USD","-"
"NXT","NEXT PLC","Consumer Discretionary","Equity","7,435,275.49","0.02","7,435,275.49","38,290.00","194.18","United Kingdom","London Stock Exchange","USD","0.75","GBP","-"
"1","CK HUTCHISON HOLDINGS","Industrials","Equity","7,413,043.94","0.02","7,413,043.94","861,016.00","8.61","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","7,400,761.47","0.02","7,400,761.47","77,503.00","95.49","United States","NYSE","USD","1.00","USD","-"
"LDO","LEONARDO FINMECCANICA SPA","Industrials","Equity","7,388,868.67","0.02","7,388,868.67","127,252.00","58.06","Italy","Borsa Italiana","USD","0.87","EUR","-"
"TPR","TAPESTRY","Consumer Discretionary","Equity","7,387,202.31","0.02","7,387,202.31","65,333.00","113.07","United States","NYSE","USD","1.00","USD","-"
"PHM","PULTEGROUP","Consumer Discretionary","Equity","7,367,336.22","0.02","7,367,336.22","61,926.00","118.97","United States","NYSE","USD","1.00","USD","-"
"8802","MITSUBISHI ESTATE CO LTD","Real Estate","Equity","7,344,158.12","0.02","7,344,158.12","320,100.00","22.94","Japan","Tokyo Stock Exchange","USD","157.48","JPY","-"
